time,event,membership_category,feedback_negative,points_in_wallet,avg_transaction_value,avg_frequency_login_days,past_complaint,gender,region_category,age
948,1,Gold Membership,1,940.887867332848,48078.41,16.0,1,F,Town,16.0
163,1,No Membership,1,548.21,10375.26,24.0,1,M,City,17.0
380,0,Premium Membership,1,1334.5116334313102,23815.91,21.0,1,M,Town,44.0
1039,1,Basic Membership,1,637.69,26355.71,,1,M,Town,59.0
678,0,Silver Membership,0,799.14,20306.5,11.0,0,F,City,47.0
924,0,Gold Membership,1,719.03,26816.03,6.0,1,F,City,11.0
394,1,Silver Membership,1,628.29,5620.13,,0,M,City,11.0
318,0,Platinum Membership,1,747.72,25308.37,8.0,1,F,City,20.0
542,1,Gold Membership,1,619.26,16497.32,12.0,1,M,Village,54.0
16,1,Silver Membership,1,639.73,39976.89,21.0,1,F,Town,60.0
137,1,Basic Membership,1,668.89,34138.76,9.0,0,M,City,20.0
77,1,Basic Membership,1,635.58,3858.16,26.0,0,F,,46.0
104,1,Gold Membership,1,604.19,47775.96,27.0,0,F,Town,58.0
227,1,Basic Membership,1,925.3763776983732,30127.22,25.0,0,M,Town,40.0
601,1,No Membership,1,701.83,2469.74,5.0,1,F,City,33.0
182,0,Premium Membership,1,772.13,34383.44,13.0,1,M,City,22.0
427,1,Gold Membership,1,,12899.03,22.0,1,M,,27.0
543,0,Platinum Membership,1,783.42,30586.23,28.0,1,F,City,53.0
436,1,No Membership,1,163.27946255728273,25187.85,20.0,0,M,Village,18.0
64,1,Gold Membership,1,715.14,19595.27,13.0,0,F,Village,13.0
742,1,No Membership,1,714.03,35626.23,7.0,0,M,Town,51.0
466,1,No Membership,1,635.4,21629.14,24.0,0,M,City,42.0
154,0,Platinum Membership,1,763.11,24293.3,28.0,1,M,City,53.0
833,1,Gold Membership,1,247.16912306182653,40251.51,14.0,0,F,City,45.0
786,0,Premium Membership,1,770.39,37260.43,29.0,1,F,Town,60.0
716,1,Gold Membership,1,658.31,2641.12,6.0,1,M,City,32.0
881,1,No Membership,1,642.5,9024.24,22.0,1,M,Village,58.0
156,1,Silver Membership,1,707.41,32472.79,6.0,0,F,,56.0
524,1,Basic Membership,1,697.08,40094.75,11.0,1,F,City,38.0
982,1,No Membership,1,568.27,40125.29,0.4499519307951729,0,F,,52.0
272,0,Platinum Membership,0,778.79,61924.02,16.0,1,M,City,33.0
164,1,Silver Membership,1,711.0,3433.6,22.0,1,F,City,38.0
258,1,No Membership,1,668.92,13508.99,5.0,1,F,Town,58.0
911,1,Gold Membership,1,669.65,34961.49,10.0,1,M,City,63.0
357,1,Basic Membership,1,942.6559774233413,18592.67,8.0,1,M,Town,13.0
243,1,Gold Membership,1,613.28,10127.81,13.0,0,F,Village,11.0
868,0,Platinum Membership,0,509.3165726978189,53044.95,18.0,0,F,,30.0
931,1,Basic Membership,1,884.6959759284889,8170.87,8.0,1,F,Town,26.0
868,0,Platinum Membership,0,347.71600992090634,66246.8,,1,F,Town,53.0
90,1,Basic Membership,1,,40199.64,13.0,0,F,,29.0
304,1,Basic Membership,1,,22972.92,12.0,0,M,City,43.0
324,1,Basic Membership,1,671.83,11010.77,8.0,1,M,Village,16.0
839,1,No Membership,1,165.3907908030659,33221.32,20.0,1,F,Town,17.0
479,0,Gold Membership,1,,40651.09,25.0,1,M,Town,34.0
197,1,No Membership,1,563.52,47675.69,27.0,1,F,City,21.0
206,0,Gold Membership,1,794.77,12107.23,18.0,0,F,City,63.0
931,0,Silver Membership,1,1099.3201884208345,24939.34,16.0,0,F,Town,64.0
921,1,Silver Membership,1,629.6,18120.63,28.0,1,F,,62.0
665,0,Premium Membership,1,764.1,41877.45,5.0,1,F,Village,23.0
162,1,Basic Membership,1,683.69,31484.46,,0,F,Town,19.0
708,1,Basic Membership,1,601.03,42445.99,25.0,0,M,City,29.0
1032,0,Premium Membership,1,,41519.81,28.0,1,M,,22.0
121,1,No Membership,1,808.9779392127109,22050.39,23.0,1,F,City,61.0
826,1,Gold Membership,1,678.31,18321.82,26.0,1,F,,56.0
189,1,Basic Membership,1,710.52,36033.8,8.0,1,M,City,23.0
635,1,Basic Membership,1,586.2,15000.37,12.0,1,F,City,24.0
789,1,Gold Membership,1,706.68,13531.58,13.0,1,M,Town,64.0
123,1,Basic Membership,1,589.0,37216.95,11.0,0,M,Village,36.0
639,0,Premium Membership,1,798.88,36916.84,,1,M,City,48.0
6,0,Gold Membership,1,704.75,3579.53,,0,M,,18.0
830,1,No Membership,1,573.38,25364.6,,1,F,Town,34.0
826,1,Gold Membership,1,,28077.12,5.0,0,F,Town,39.0
616,0,Premium Membership,0,790.51,83828.98,10.0,1,M,Town,28.0
216,0,Premium Membership,0,834.31,82824.86,5.0,0,M,Town,47.0
708,0,Gold Membership,1,719.06,21206.82,5.0,0,F,,39.0
6,1,No Membership,1,518.85,42610.01,7.0,0,F,Village,45.0
368,1,No Membership,1,502.25,19779.38,22.0,0,M,City,45.0
376,1,Basic Membership,1,705.07,18758.2,25.0,0,F,City,46.0
466,1,Basic Membership,1,1093.761687919207,31852.7,51.08120997975344,1,F,City,41.0
715,1,Gold Membership,1,621.88,12900.89,29.0,1,F,City,57.0
249,1,Gold Membership,1,1050.910396611554,15062.54,29.0,1,M,City,28.0
987,1,No Membership,1,718.16,13644.99,11.0,0,M,Town,14.0
742,1,Basic Membership,1,653.21,8190.12,16.0,1,F,Town,45.0
226,1,Basic Membership,1,645.7,23998.12,5.0,0,M,Town,33.0
511,0,Premium Membership,0,,61324.86,11.0,1,M,City,48.0
402,1,Gold Membership,1,687.26,19368.39,12.0,0,F,City,25.0
926,0,Platinum Membership,1,768.34,17826.43,9.0,1,M,City,41.0
487,1,No Membership,1,542.2,45121.01,14.0,1,M,City,45.0
1087,1,No Membership,1,1010.9177978078984,32264.06,47.59146288686168,0,M,City,62.0
363,0,Gold Membership,0,767.9,27455.61,8.0,1,M,City,17.0
334,1,No Membership,1,664.49,3286.56,11.0,0,M,Village,58.0
411,1,No Membership,1,241.86832027984548,11306.82,18.0,0,M,Village,37.0
1084,0,Silver Membership,1,,14518.59,24.0,1,F,City,37.0
894,0,Premium Membership,1,759.06,42095.31,26.0,0,M,,51.0
99,0,Gold Membership,0,473.19750447468766,15027.48,13.0,0,M,Village,43.0
176,1,Basic Membership,1,702.07,48353.98,9.0,1,M,Town,59.0
184,1,Basic Membership,1,627.15,21167.66,12.0,1,M,Town,52.0
127,1,No Membership,1,603.87,26493.37,22.0,0,F,City,54.0
900,0,Premium Membership,1,,39342.02,24.0,0,M,City,33.0
129,1,Gold Membership,1,694.99,10995.75,,0,M,City,26.0
719,0,Premium Membership,1,,30440.82,16.0,1,M,City,30.0
480,1,Gold Membership,1,629.01,8968.69,23.0,1,M,,15.0
100,1,Gold Membership,1,687.63,6340.44,,1,M,City,35.0
464,1,No Membership,1,1383.8388945815234,14972.39,19.0,0,F,Village,44.0
256,0,Platinum Membership,1,700.24,37846.43,11.0,1,M,City,29.0
374,1,Basic Membership,1,139.1853754506247,40418.49,21.0,1,M,Village,58.0
531,1,Silver Membership,1,351.6019191454914,7206.2,13.0,0,M,Town,40.0
1076,1,No Membership,1,542.93,31707.43,20.0,0,M,,28.0
417,0,Platinum Membership,1,450.5393241886194,6718.34,29.0,0,M,Village,43.0
270,0,Gold Membership,1,781.44,16535.52,,1,F,City,62.0
934,1,Silver Membership,1,691.7,23957.39,20.0,0,F,,45.0
822,0,Silver Membership,1,711.41,32270.42,18.0,0,M,City,54.0
256,1,No Membership,1,,3145.4,8.0,0,M,City,60.0
895,0,Premium Membership,0,799.2,21027.06,5.0,0,F,Village,28.0
838,1,No Membership,1,697.35,21974.76,8.0,1,M,City,52.0
539,1,No Membership,1,551.99,45222.55,22.0,0,F,Town,35.0
804,1,No Membership,1,609.56,43645.09,22.0,1,M,Village,30.0
32,0,Silver Membership,1,778.87,42865.46,12.0,1,F,Town,56.0
694,0,Premium Membership,0,740.66,13720.24,9.0,1,M,Village,52.0
921,1,Basic Membership,1,706.64,2980.53,,1,M,Town,25.0
473,1,No Membership,1,693.98,7150.81,7.0,0,M,Town,25.0
851,1,Basic Membership,1,664.53,1765.37,18.0,1,M,City,28.0
525,0,Platinum Membership,0,766.85,38700.93,17.0,0,F,,52.0
645,0,Platinum Membership,0,841.97,31288.88,15.0,0,F,,43.0
888,1,Gold Membership,1,641.14,47811.18,8.0,0,F,City,35.0
1071,1,No Membership,1,666.44,8817.71,23.0,1,M,City,24.0
987,0,Gold Membership,0,,98319.42,2.0,0,F,,64.0
248,1,Basic Membership,1,506.6,4385.53,15.0,0,F,Town,30.0
39,1,No Membership,1,1201.8570555664987,30153.11,12.0,1,M,Town,32.0
931,0,Gold Membership,1,700.68,4476.18,5.0,1,M,Town,61.0
584,1,Basic Membership,1,,43654.77,21.0,1,F,Village,51.0
111,0,Platinum Membership,1,743.19,6815.19,17.0,0,F,City,22.0
892,1,Basic Membership,1,574.54,18923.12,14.0,1,F,,34.0
491,1,Basic Membership,1,645.07,33016.88,24.0,1,F,City,39.0
294,0,Silver Membership,1,720.62,35643.9,20.0,0,F,Town,37.0
925,1,Basic Membership,1,667.91,36843.25,,0,F,Town,27.0
310,1,Basic Membership,1,403.3029849453241,3347.22,18.0,1,F,Village,46.0
472,0,Silver Membership,0,756.09,8050.1,12.0,0,F,Village,54.0
1011,1,Gold Membership,1,665.18,33193.6,13.0,1,M,Town,60.0
407,0,Gold Membership,1,728.05,1888.68,11.0,1,F,Town,31.0
738,0,Silver Membership,1,733.87,1526.08,26.0,0,M,City,56.0
330,0,Gold Membership,1,799.88,45455.06,18.0,0,F,City,22.0
326,0,Silver Membership,1,310.89980056403147,8491.29,21.0,1,M,City,63.0
581,1,No Membership,1,575.45,37372.39,10.0,1,M,Town,14.0
24,1,Silver Membership,1,,24801.32,27.0,0,M,Town,34.0
1048,1,No Membership,1,1185.296679524111,35889.52,20.0,1,M,City,28.0
862,0,Gold Membership,0,819.6,18783.35,10.0,0,M,,44.0
180,1,Basic Membership,1,511.56,45300.76,33.506499367317765,0,M,Town,44.0
544,1,Basic Membership,1,657.08,1195.34,9.0,1,M,,16.0
745,1,Silver Membership,1,637.12,43964.66,19.0,1,M,City,14.0
29,1,Basic Membership,1,642.17,47171.54,28.0,1,M,City,54.0
205,1,No Membership,1,74.47962984981575,39154.64,18.0,1,F,Town,25.0
10,1,Silver Membership,1,706.86,29686.89,25.0,0,M,,40.0
23,0,Premium Membership,0,797.76,30701.64,7.0,0,M,Village,42.0
971,1,Basic Membership,1,,22497.92,23.0,0,M,Town,18.0
976,1,Basic Membership,1,640.4,7129.06,10.0,1,M,Town,15.0
1,1,Basic Membership,1,615.37,6439.61,,1,F,Town,55.0
304,1,Basic Membership,1,716.27,48245.05,,1,M,City,46.0
14,1,Basic Membership,1,633.53,15733.77,19.0,0,F,City,60.0
551,1,No Membership,1,619.45,34230.99,10.0,1,M,Town,37.0
444,1,Basic Membership,1,614.77,18650.29,,0,M,Village,23.0
597,0,Premium Membership,0,827.74,56859.17,11.0,0,M,City,42.0
203,1,Basic Membership,1,520.62,32604.41,,0,M,City,47.0
560,1,Basic Membership,1,632.34,48485.2,10.0,0,F,Village,59.0
886,1,Basic Membership,1,629.1,23508.7,,0,M,Town,34.0
167,0,Silver Membership,1,1182.79170885877,19803.12,27.0,0,F,City,32.0
429,1,Basic Membership,1,577.65,43412.6,10.0,1,M,City,51.0
521,0,Gold Membership,1,714.24,31635.76,14.0,1,M,Town,43.0
463,1,No Membership,1,,2232.31,25.0,1,F,Village,36.0
778,1,No Membership,1,1051.4492743759592,2425.69,24.0,0,M,City,41.0
593,1,No Membership,1,645.58,4658.72,26.0,0,F,City,13.0
161,0,Platinum Membership,1,748.59,40662.02,24.0,0,M,Village,26.0
9,0,Platinum Membership,1,771.73,13130.5,15.0,1,F,Town,20.0
340,1,Basic Membership,1,691.6,10783.92,15.0,1,F,City,26.0
1048,0,Platinum Membership,1,784.4,10837.06,6.0,1,M,,19.0
716,0,Premium Membership,1,771.42,31227.95,15.0,0,F,,62.0
348,1,Gold Membership,1,677.96,34821.75,29.0,1,M,City,37.0
232,0,Premium Membership,0,841.71,19286.58,,0,M,Town,26.0
368,1,Silver Membership,1,687.95,9729.04,17.0,1,F,City,34.0
154,0,Gold Membership,1,741.24,21943.38,15.0,0,F,Town,21.0
879,1,Basic Membership,1,550.03,34630.11,5.0,1,F,Town,39.0
347,1,No Membership,1,522.37,42990.56,5.0,1,F,Town,14.0
792,1,Basic Membership,1,644.98,30593.0,,1,F,City,14.0
990,1,Gold Membership,1,719.69,23091.43,8.0,0,M,,28.0
667,0,Gold Membership,0,766.38,57541.68,11.0,0,F,,30.0
268,0,Premium Membership,1,749.14,37335.47,19.0,0,M,,40.0
950,0,Premium Membership,1,737.63,36195.48,9.0,1,M,,41.0
453,1,Basic Membership,1,365.2609697190883,11644.94,,1,F,Town,63.0
424,1,Silver Membership,1,703.81,13155.16,8.0,1,M,City,35.0
318,0,Gold Membership,0,725.95,9532.45,29.530489802652568,1,M,Village,45.0
769,0,Platinum Membership,1,494.0162515726998,42537.75,6.0,0,M,,22.0
164,1,No Membership,1,573.81,19475.17,24.0,1,M,,37.0
729,1,Gold Membership,1,698.02,42896.79,27.0,1,F,,27.0
423,1,Gold Membership,1,935.4974755211848,46068.36,73.06199459430009,1,M,City,28.0
370,1,No Membership,1,718.38,34343.87,28.0,0,F,,17.0
86,1,No Membership,1,573.21,22270.31,12.0,0,F,Town,35.0
218,0,Silver Membership,0,773.03,85928.98,2.0,1,M,Town,18.0
45,0,Gold Membership,1,1309.1500296178085,34416.48,23.0,1,F,Town,49.0
742,1,Gold Membership,1,643.04,41242.3,13.0,0,F,,49.0
771,0,Gold Membership,1,742.25,11973.73,,0,M,,28.0
835,0,Premium Membership,1,714.06,32939.66,17.0,0,M,Village,20.0
1011,0,Premium Membership,0,839.5,98803.17,13.0,1,F,Village,51.0
1049,1,No Membership,1,,14605.25,24.0,0,M,,11.0
716,1,No Membership,1,663.07,41960.32,50.71743119927807,0,F,Town,23.0
856,1,Basic Membership,1,,26765.44,5.0,0,M,Town,31.0
251,1,No Membership,1,595.92,14978.47,5.0,1,M,Village,45.0
503,1,Silver Membership,1,1164.1781834298797,1420.12,11.0,1,F,Town,18.0
971,1,Gold Membership,1,701.31,8064.54,21.0,0,F,Town,12.0
187,1,Basic Membership,1,697.1,5797.43,8.0,1,F,Village,45.0
67,1,No Membership,1,501.71,36894.56,23.0,1,F,Town,26.0
805,1,Basic Membership,1,681.75,45592.28,28.0,1,F,Town,22.0
33,1,Basic Membership,1,518.9,16948.79,29.0,1,F,Village,12.0
940,1,No Membership,1,526.82,26241.65,14.0,1,F,,58.0
447,0,Silver Membership,1,796.75,26160.54,16.0,0,M,Town,41.0
827,1,Basic Membership,1,,48774.91,,0,F,City,46.0
611,1,Gold Membership,1,,14832.78,12.0,0,M,Town,38.0
44,1,Basic Membership,1,649.48,8407.18,6.0,1,M,City,30.0
504,1,Gold Membership,1,617.94,34522.8,15.0,0,M,City,46.0
12,1,No Membership,1,677.94,38673.4,13.0,0,F,City,19.0
680,1,Silver Membership,1,,49611.86,55.42285256607995,1,M,Town,33.0
873,0,Gold Membership,0,,5468.73,3.0,0,M,City,63.0
839,0,Gold Membership,1,703.47,43683.35,28.0,1,M,Town,57.0
201,1,Basic Membership,1,558.68,27158.04,21.0,0,M,Town,60.0
637,1,Gold Membership,1,638.71,1781.75,29.0,0,M,Town,26.0
306,1,No Membership,1,569.89,2505.71,12.0,0,M,Town,58.0
905,1,Basic Membership,1,617.83,18290.12,8.0,0,M,City,15.0
859,1,Gold Membership,1,619.1,41469.73,14.0,0,M,City,11.0
213,1,No Membership,1,589.43,49671.07,,1,F,City,39.0
1010,1,Basic Membership,1,586.74,37912.97,27.0,1,M,City,52.0
1028,1,Basic Membership,1,551.89,46564.95,27.0,0,F,City,51.0
1065,1,No Membership,1,715.9,26736.94,28.0,0,M,,61.0
380,1,No Membership,1,570.35,29177.65,21.0,1,F,Town,32.0
77,0,Platinum Membership,0,787.49,71151.23,2.0,0,F,Town,64.0
1080,0,Gold Membership,1,792.08,44038.97,7.0,1,M,,60.0
965,0,Premium Membership,1,762.0,25191.56,12.0,1,M,Village,40.0
240,0,Premium Membership,1,,8035.4,16.0,0,M,Town,19.0
256,1,Basic Membership,1,855.3071078713133,45970.52,,0,M,Town,33.0
1038,1,No Membership,1,1112.612847311268,40961.49,22.0,1,F,Town,45.0
545,1,Basic Membership,1,585.08,16891.21,10.0,0,M,Village,36.0
721,1,No Membership,1,693.31,7446.05,25.0,1,M,City,31.0
859,0,Gold Membership,1,708.0,7535.13,,0,M,Village,35.0
105,1,No Membership,1,693.79,17448.62,8.0,1,M,Village,39.0
463,1,Basic Membership,1,667.61,2193.73,17.0,0,M,City,26.0
363,1,Silver Membership,1,718.44,17146.7,5.0,1,F,City,38.0
258,0,Gold Membership,0,845.67,17330.2,13.0,1,M,,56.0
897,0,Premium Membership,1,788.44,2171.88,8.0,0,M,Town,38.0
317,1,Basic Membership,1,624.45,20647.26,12.0,1,F,City,43.0
142,0,Gold Membership,0,792.3,43820.55,5.0,0,M,City,25.0
1083,0,Platinum Membership,1,728.7,12990.2,45.717757653045865,1,M,City,18.0
198,1,Silver Membership,1,660.65,45844.29,7.0,0,M,Town,35.0
253,1,Silver Membership,1,660.48,15538.21,23.0,1,M,Town,49.0
125,0,Gold Membership,0,738.2,10256.12,17.0,1,F,Town,47.0
432,0,Gold Membership,0,,8583.98,13.0,0,M,,55.0
834,0,Gold Membership,1,701.5,5667.93,23.0,0,F,Town,28.0
117,0,Silver Membership,0,737.06,83749.12,2.0,1,F,City,64.0
913,1,No Membership,1,663.94,36026.71,11.0,1,F,Village,14.0
199,1,Gold Membership,1,646.41,3830.83,26.0,1,F,Town,20.0
566,1,Basic Membership,1,599.7,47064.63,15.0,1,M,Town,21.0
483,1,No Membership,1,620.14,45030.15,28.0,0,F,,57.0
201,0,Platinum Membership,0,335.16127981953485,95449.6,,1,F,City,49.0
602,0,Gold Membership,0,792.29,31542.28,12.0,0,M,City,33.0
359,1,No Membership,1,522.64,30501.53,9.0,0,F,Village,19.0
903,1,Basic Membership,1,1125.0144087393228,37842.72,30.144339688134668,1,F,City,20.0
805,1,Basic Membership,1,683.76,39740.94,27.0,1,F,Town,31.0
1064,1,No Membership,1,666.51,35861.43,25.0,1,F,City,42.0
1031,1,No Membership,1,632.23,9026.09,7.0,0,F,City,17.0
870,0,Silver Membership,1,741.12,49691.28,27.0,0,M,City,15.0
659,0,Premium Membership,1,769.89,38438.33,19.0,1,F,City,37.0
751,1,No Membership,1,589.68,43841.97,21.0,1,F,City,63.0
15,1,Basic Membership,1,693.91,41248.12,17.0,1,F,City,41.0
644,1,Gold Membership,1,619.44,25338.41,18.0,0,F,Town,44.0
836,1,Gold Membership,1,616.45,8684.9,32.95058798198528,1,F,City,60.0
134,0,Premium Membership,1,726.41,38523.12,6.0,0,F,Town,16.0
796,1,No Membership,1,676.36,38591.1,20.0,0,F,Town,21.0
904,1,Gold Membership,1,660.78,27070.77,25.0,0,F,Town,51.0
558,1,Basic Membership,1,684.76,14260.1,5.0,1,F,City,37.0
137,1,Gold Membership,1,706.05,7524.9,,1,F,Town,44.0
469,1,Gold Membership,1,690.66,49171.52,17.0,0,M,City,37.0
770,0,Premium Membership,0,842.05,14989.6,4.0,0,M,City,57.0
199,1,Silver Membership,1,713.61,16451.04,16.0,1,M,City,43.0
384,1,Basic Membership,1,550.02,3745.51,27.0,1,F,Town,62.0
241,1,No Membership,1,536.67,30955.06,24.0,1,F,City,55.0
666,1,No Membership,1,887.8918040444992,47383.26,29.0,0,F,,40.0
988,1,No Membership,1,,16836.47,28.0,0,M,City,60.0
140,0,Platinum Membership,1,765.48,12853.5,13.0,0,M,City,64.0
90,1,Silver Membership,1,,29864.25,23.0,0,M,City,15.0
122,0,Premium Membership,1,790.79,11759.52,26.0,1,F,Town,24.0
529,0,Silver Membership,0,702.41,74293.61,6.0,0,F,Town,38.0
281,0,Silver Membership,1,1186.1615313684872,45222.32,,1,M,,15.0
332,0,Platinum Membership,1,794.42,42093.79,24.0,0,F,Town,41.0
81,0,Gold Membership,0,245.07689323971687,75819.4,7.0,1,F,,32.0
210,1,Basic Membership,1,,39084.62,20.0,1,M,City,17.0
611,1,Gold Membership,1,650.7,47833.28,19.0,0,M,City,57.0
649,0,Premium Membership,0,794.56,27851.59,,1,F,Town,31.0
641,0,Premium Membership,0,771.02,60917.22,15.0,0,M,City,38.0
811,1,Silver Membership,1,641.52,7956.24,24.0,0,M,Town,15.0
537,1,No Membership,1,605.26,41549.01,9.0,0,M,,33.0
96,0,Silver Membership,1,718.05,42806.93,4.477426509276569,0,M,,25.0
250,1,Basic Membership,1,669.87,14543.39,8.0,0,M,Town,30.0
287,1,No Membership,1,365.7299471314663,22843.24,28.0,1,F,City,10.0
15,1,No Membership,1,694.65,6089.07,23.0,0,M,City,58.0
1067,1,Gold Membership,1,694.73,12104.98,8.0,0,F,Town,10.0
472,0,Premium Membership,1,1200.3399973146643,15204.06,19.0,0,F,,43.0
265,1,Silver Membership,1,913.3101562320552,1360.59,,1,F,City,14.0
36,1,Basic Membership,1,639.31,45509.71,10.0,0,M,Town,47.0
622,0,Platinum Membership,0,,94786.43,9.0,1,M,,49.0
297,1,No Membership,1,656.09,12268.24,,0,M,City,37.0
122,1,Basic Membership,1,539.73,7744.44,27.0,1,F,,20.0
147,0,Platinum Membership,1,1070.3405906354988,43042.53,7.0,0,M,Town,35.0
923,0,Platinum Membership,0,844.47,32395.05,12.0,0,M,Town,18.0
341,0,Silver Membership,1,488.1028506111692,41904.61,,0,F,Town,59.0
1063,0,Platinum Membership,1,706.79,13807.92,24.0,0,F,City,21.0
254,1,Basic Membership,1,652.13,29421.52,7.0,0,M,,41.0
772,1,Basic Membership,1,549.11,1942.25,28.0,0,F,Town,39.0
106,1,Gold Membership,1,419.8283147428051,27053.19,17.0,1,M,City,40.0
266,1,Basic Membership,1,707.39,43740.09,8.0,1,F,Town,42.0
558,0,Silver Membership,1,779.81,30519.38,21.0,1,F,Town,24.0
685,0,Premium Membership,1,776.51,46520.66,,1,M,City,23.0
552,1,Basic Membership,1,641.11,5880.05,24.0,0,M,,54.0
336,0,Platinum Membership,1,1168.7952009585326,20586.22,24.0,1,F,Town,54.0
627,1,Silver Membership,1,,19340.23,,0,M,Town,16.0
270,0,Premium Membership,0,841.5,67334.7,15.0,1,M,Village,36.0
12,0,Premium Membership,0,790.09,59986.17,3.0,1,M,City,25.0
16,1,Basic Membership,1,,29403.66,16.0,1,F,City,15.0
880,1,Basic Membership,1,507.53,8002.14,8.0,0,M,Town,31.0
809,1,Basic Membership,1,552.39,34870.38,10.0,0,M,City,30.0
546,1,No Membership,1,,13005.46,45.30555539086708,0,M,City,23.0
57,1,No Membership,1,630.46,27556.78,18.0,1,M,,45.0
125,0,Gold Membership,1,703.77,47845.03,38.345570108955016,1,M,Town,56.0
363,0,Platinum Membership,1,759.38,35211.96,5.0,1,F,Village,20.0
819,1,Basic Membership,1,718.31,33848.72,7.0,0,M,City,56.0
906,1,Basic Membership,1,710.2,32731.04,7.0,0,F,City,20.0
833,0,Silver Membership,0,,63399.63,8.0,0,F,Town,11.0
1033,0,Platinum Membership,0,1204.7170727606565,23913.49,7.0,0,F,Town,54.0
421,1,Basic Membership,1,962.2245321246104,18981.3,28.0,1,M,City,23.0
702,0,Silver Membership,1,715.6,11113.84,25.0,0,M,City,17.0
768,0,Silver Membership,1,703.93,19841.5,6.0,0,M,,49.0
847,0,Gold Membership,1,313.02058444420743,48349.42,22.0,0,M,City,56.0
889,0,Silver Membership,1,789.04,13819.06,20.0,1,F,City,42.0
827,0,Premium Membership,1,766.05,19734.76,8.0,0,F,,10.0
597,0,Gold Membership,0,731.86,5198.9,2.0,1,M,Town,33.0
568,1,No Membership,1,144.3921403636357,29911.51,9.0,0,F,Town,23.0
955,1,No Membership,1,521.57,28045.81,27.0,1,F,City,33.0
355,1,Silver Membership,1,647.77,30902.91,14.0,0,F,City,36.0
197,0,Silver Membership,0,147.43356021939394,3155.54,17.0,1,F,Village,55.0
487,1,Silver Membership,1,715.33,13734.16,25.0,0,M,City,52.0
821,0,Premium Membership,0,712.48,58545.05,,1,F,City,42.0
712,1,Basic Membership,1,541.5,19005.86,3.4885846097634676,0,F,,17.0
713,0,Premium Membership,1,702.38,5549.73,,1,M,Town,54.0
313,0,Silver Membership,1,715.97,47037.68,13.0,0,F,City,53.0
948,1,Silver Membership,1,619.6,48622.41,9.0,0,F,Town,46.0
760,1,No Membership,1,623.28,21106.61,9.0,0,F,City,31.0
981,1,Gold Membership,1,,31867.57,24.0,0,M,City,56.0
746,1,Silver Membership,1,665.3,36816.61,8.0,1,F,,50.0
847,1,Gold Membership,1,658.65,13891.79,6.0,0,M,City,46.0
1016,0,Premium Membership,1,790.88,34605.76,9.0,0,F,City,43.0
501,1,Basic Membership,1,625.33,15862.45,22.0,0,F,Town,64.0
59,0,Premium Membership,1,747.88,7172.61,13.0,0,M,City,47.0
548,0,Platinum Membership,1,773.3,7955.37,20.0,0,M,City,48.0
868,1,Silver Membership,1,694.3997247014424,22842.61,22.0,0,M,Town,48.0
408,1,Basic Membership,1,580.78,4991.05,23.0,1,F,Town,59.0
1077,1,Silver Membership,1,603.89,39917.89,,1,F,Town,22.0
940,1,No Membership,1,551.26,15856.21,18.0,1,M,Village,39.0
22,1,No Membership,1,,20107.75,7.0,1,M,Town,32.0
45,1,Basic Membership,1,,22844.7,12.0,0,F,Town,24.0
784,1,Gold Membership,1,605.52,32155.12,14.0,0,M,Town,21.0
277,0,Premium Membership,0,769.49,36670.52,3.0,0,F,Town,39.0
303,1,Basic Membership,1,711.1,43074.73,24.0,0,F,City,36.0
314,0,Premium Membership,1,766.64,17548.11,24.0,1,F,Town,59.0
534,0,Gold Membership,0,795.94,81882.84,1.0,1,M,Village,31.0
658,1,Basic Membership,1,,37206.37,,1,M,Town,48.0
53,1,No Membership,1,701.61,22090.36,,0,M,Town,13.0
689,1,No Membership,1,706.51,46832.34,9.0,0,F,,12.0
287,1,Silver Membership,1,644.94,44197.19,12.0,1,F,Town,15.0
51,1,Basic Membership,1,652.13,40716.55,8.0,0,M,City,28.0
1063,1,Basic Membership,1,619.79,14572.6,,1,M,City,56.0
502,1,Silver Membership,1,675.82,24578.96,29.0,0,M,Village,49.0
448,0,Platinum Membership,0,506.0397150590644,82717.62,2.0,1,M,,24.0
448,1,Basic Membership,1,,25650.45,5.141021202503211,0,M,Town,53.0
145,1,No Membership,1,645.94,10043.53,20.0,0,F,,15.0
288,1,No Membership,1,263.65464190161157,27366.01,27.0,1,M,Town,45.0
270,0,Silver Membership,1,757.11,45583.71,6.0,1,M,Town,30.0
675,0,Platinum Membership,1,786.63,11865.64,22.0,1,F,City,47.0
503,1,Basic Membership,1,534.02,30119.04,20.0,0,M,Town,21.0
996,0,Gold Membership,1,743.62,49066.4,10.0,1,M,Town,51.0
423,1,No Membership,1,632.28,42440.94,18.0,0,M,Village,37.0
658,1,Basic Membership,1,515.18,12006.43,18.0,1,M,Village,61.0
591,1,Basic Membership,1,601.33,20508.92,,0,F,Town,43.0
658,1,Silver Membership,1,682.5,10778.26,25.0,1,M,Town,35.0
325,0,Gold Membership,1,729.66,7768.7,6.0,0,F,Town,44.0
162,0,Silver Membership,1,1187.6696216768628,29717.62,8.0,1,F,Town,61.0
331,1,No Membership,1,697.79,28261.25,,0,F,City,42.0
504,0,Premium Membership,0,1114.3045790326978,65764.66,4.0,1,M,Town,59.0
64,1,Basic Membership,1,519.58,24474.98,,0,F,City,45.0
